소분류,세부분류,업체명,주소,전화번호,사업자등록일,업데이트일,정제주소
일반음식점,한식,동이옹심이서창점,"인천광역시 남동구 서창남순환로215번길 27, 1층 101호 (서창동) ", ,2025-06-23,2025-06-25 04:10:59,인천광역시 남동구 서창남순환로215번길 27/1층 101호 (서창동)
일반음식점,기타,아미드프룻&샐러데이,"인천광역시 미추홀구 경원대로652번길 25-3, 1층 코너호 (관교동) ", ,2025-06-23,2025-06-25 04:10:58,인천광역시 미추홀구 경원대로652번길 25-3/1층 호 (관교동)
일반음식점,기타,써브웨이 인천도화점,"인천광역시 미추홀구 숙골로88번길 12, 110동 1-10호,1-11호 (도화동, 더샵 인천스카이타워 1단지) ", ,2025-06-23,2025-06-25 04:10:58,인천광역시 미추홀구 숙골로88번길 12/110동 1-10호/1-11호 (도화동 더샵 인천스카이타워 1단지)
일반음식점,한식,육대장푸줏간 공항신도시점,"인천광역시 중구 신도시남로141번길 14, 1층 (운서동) ", ,2025-06-23,2025-06-25 04:10:52,인천광역시 중구 신도시남로141번길 14/1층 (운서동)
일반음식점,한식,제주세호해장국 인천공항직영점,"인천광역시 중구 제2터미널대로 446, 인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 (운서동) ", ,2025-06-23,2025-06-25 04:10:52,인천광역시 중구 제2터미널대로 446 인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 (운서동)
일반음식점,한식,할아버지식당,"인천광역시 중구 연안부두로33번길 37, 인천종합어시장 2동 28.29호 (항동7가) ",032-887-0056 ,2025-06-23,2025-06-25 04:10:52,인천광역시 중구 연안부두로33번길 37 인천종합어시장 2동 28.29호 (항동7가)
일반음식점,기타,영종땅콩빵,"인천광역시 중구 영종진광장로 5, 1층 105호 (중산동) ", ,2025-06-23,2025-06-25 04:10:52,인천광역시 중구 영종진광장로 5/1층 105호 (중산동)
일반음식점,한식,영주두부마을 인천공항점,"인천광역시 중구 제2터미널대로 446, 인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 (운서동) ", ,2025-06-23,2025-06-25 04:10:52,인천광역시 중구 제2터미널대로 446 인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 (운서동)
일반음식점,한식,갑진이네 한우곱창 인천주안점,"인천광역시 미추홀구 인하로 236, 1층 우측호 (주안동) ", ,2025-06-23,2025-06-25 04:10:49,인천광역시 미추홀구 인하로 236/1층 우측호 (주안동)
일반음식점,분식,바삭,"인천광역시 강화군 강화읍 중앙로 17-9, 강화풍물시장 2층 2025호 ", ,2025-06-23,2025-06-25 04:10:47,인천광역시 강화군 강화읍 중앙로 17-9 강화풍물시장 2층 2025호
일반음식점,한식,뚝딱뚝닭,"인천광역시 연수구 청명로17번길 10-8, 지상1층 일부호 (청학동) ", ,2025-06-23,2025-06-25 04:10:38,인천광역시 연수구 청명로17번길 10-8 지상1층 (청학동)
일반음식점,일식,키혼카레 청라점,"인천광역시 서구 청라커낼로288번길 26, 현대썬앤빌 더 테라스 182호 (청라동) ", ,2025-06-20,2025-06-22 04:11:01,인천광역시 서구 청라커낼로288번길 26 현대썬앤빌 더 테라스 182호 (청라동)
일반음식점,한식,라이스블룸(rice BLOOM),"인천광역시 서구 완정로34번길 22, 동아아파트 상가동 204-1 일부호 (마전동) ", ,2025-06-20,2025-06-22 04:11:01,인천광역시 서구 완정로34번길 22 동아아파트 상가동 204-1 (마전동)
일반음식점,한식,이가네 순대국,"인천광역시 연수구 송도미래로11번길 27, 스마트스퀘어 A동 지상3층 A307호 (송도동) ", ,2025-06-20,2025-06-22 04:11:00,인천광역시 연수구 송도미래로11번길 27 스마트스퀘어 A동 지상3층 A307호 (송도동)
일반음식점,경양식,파운드 바베큐 깜포점,"인천광역시 연수구 컨벤시아대로 100, 602동 140호 (송도동, 현대힐스테이트) ", ,2025-06-20,2025-06-22 04:11:00,인천광역시 연수구 컨벤시아대로 100/602동 140호 (송도동 현대힐스테이트)
일반음식점,호프/통닭,60계치킨 인천송도e편한세상점,"인천광역시 연수구 랜드마크로 113, 상가B-1동 102호 (송도동, e편한세상 송도) ", ,2025-06-20,2025-06-25 04:12:16,인천광역시 연수구 랜드마크로 113 상가B-1동 102호 (송도동 e편한세상 송도)
일반음식점,한식,송강오늘반찬,"인천광역시 계양구 주부토로495번길 5, 1층 일부호 (계산동) ", ,2025-06-20,2025-06-22 04:10:53,인천광역시 계양구 주부토로495번길 5/1층 (계산동)
일반음식점,한식,두찜 서구청점,"인천광역시 서구 용두산로13번길 1, 1층 일부호 (심곡동) ", ,2025-06-20,2025-06-22 04:10:51,인천광역시 서구 용두산로13번길 1/1층 (심곡동)
일반음식점,감성주점,인생건어물맥주,"인천광역시 서구 건지로 405, 1층 일부호 (가좌동) ", ,2025-06-19,2025-06-21 04:11:36,인천광역시 서구 건지로 405/1층 (가좌동)
일반음식점,뷔페식,전주한식뷔페1층,"인천광역시 서구 미래로 11, 청라썬앤빌 에코스타 117,118,119,120,121,130,132,133호 (청라동) ", ,2025-06-19,2025-06-21 04:11:36,인천광역시 서구 미래로 11 청라썬앤빌 에코스타 117/118/119/120/121/130/132/133호 (청라동)
일반음식점,한식,황곡족발,"인천광역시 서구 완정로 54, 두영빌딩 1층 일부호 (마전동) ", ,2025-06-19,2025-06-21 04:11:36,인천광역시 서구 완정로 54 두영빌딩 1층 (마전동)
일반음식점,한식,로데오 2층식당,"인천광역시 서구 바리미로 17, 로데오스퀘어 202호 (원당동) ",032-566-0203 ,2025-06-19,2025-06-21 04:11:26,인천광역시 서구 바리미로 17 로데오스퀘어 202호 (원당동)
일반음식점,한식,원조신내양평해장국,"인천광역시 미추홀구 매소홀로 550-1, 1층 (문학동) ", ,2025-06-19,2025-06-21 04:11:25,인천광역시 미추홀구 매소홀로 550-1/1층 (문학동)
일반음식점,한식,청담동 순도리 송도5공구점,"인천광역시 연수구 첨단대로 40, 에스파이브시티 주건축물 제1동 B115호,B116호 (송도동) ", ,2025-06-19,2025-06-21 04:11:23,인천광역시 연수구 첨단대로 40 에스파이브시티 주건축물 제1동 B115호 B116호 (송도동)
일반음식점,기타,모미코히,"인천광역시 남동구 남동대로747번길 17, 1층 전부호 (구월동) ", ,2025-06-19,2025-06-21 04:11:23,인천광역시 남동구 남동대로747번길 17/1층 전부호 (구월동)
일반음식점,한식,사계절한식,"인천광역시 강화군 화도면 마니산로 692, 1층 ", ,2025-06-19,2025-06-21 04:11:10,인천광역시 강화군 화도면 마니산로 692/1층
일반음식점,기타,누멘 커피(NUMEN COFFEE),"인천광역시 강화군 강화읍 갑룡길 10, 101호 ", ,2025-06-19,2025-06-21 04:11:10,인천광역시 강화군 강화읍 갑룡길 10/101호
일반음식점,기타,하나유선,"인천광역시 중구 축항대로166번길 18, 하나호 (항동7가) ", ,2025-06-19,2025-06-21 04:10:53,인천광역시 중구 축항대로166번길 18 하나호 (항동7가)
일반음식점,기타,국제유선,"인천광역시 중구 축항대로 142, 해피호 (항동7가) ", ,2025-06-19,2025-06-21 04:10:53,인천광역시 중구 축항대로 142 해피호 (항동7가)
일반음식점,식육(숯불구이),직화대첩 송도6공구오션점,"인천광역시 연수구 아카데미로343번길 63, 301동 지하1층 B104호 (송도동, 송도자이더스타) ", ,2025-06-18,2025-06-21 04:11:32,인천광역시 연수구 아카데미로343번길 63/301동 지하1층 B104호 (송도동 송도자이더스타)
일반음식점,중국식,링링,"인천광역시 남동구 문화로145번길 25, 1층 (구월동) ", ,2025-06-18,2025-06-20 04:11:25,인천광역시 남동구 문화로145번길 25/1층 (구월동)
일반음식점,분식,조아분식,"인천광역시 남동구 논현고잔로109번길 84, 1층 106호 (고잔동) ", ,2025-06-18,2025-06-20 04:11:25,인천광역시 남동구 논현고잔로109번길 84/1층 106호 (고잔동)
일반음식점,한식,육대장 간석오거리점,"인천광역시 남동구 남동대로 924, 1층 5호 (간석동) ", ,2025-06-18,2025-06-20 04:11:25,인천광역시 남동구 남동대로 924/1층 5호 (간석동)
일반음식점,경양식,베이지가든(Beige garden),"인천광역시 부평구 부평문화로80번길 35, 2층 (부평동) ", ,2025-06-18,2025-06-20 04:10:55,인천광역시 부평구 부평문화로80번길 35/2층 (부평동)
일반음식점,한식,로타리꼼장어,"인천광역시 부평구 경원대로 1444, 1층 일부 (부평동) ", ,2025-06-18,2025-06-20 04:10:55,인천광역시 부평구 경원대로 1444/1층 (부평동)
일반음식점,한식,황제샤브,"인천광역시 강화군 교동면 대룡안길54번길 60, 1층 ", ,2025-06-18,2025-06-20 04:10:54,인천광역시 강화군 교동면 대룡안길54번길 60/1층
일반음식점,분식,나드리김밥,"인천광역시 서구 고래울로 42-1, 1층 일부호 (가좌동) ", ,2025-06-18,2025-06-20 04:10:53,인천광역시 서구 고래울로 42-1/1층 (가좌동)
일반음식점,한식,온기로 루원시티점,"인천광역시 서구 봉오재3로 103, 1층 일부호 (가정동) ", ,2025-06-18,2025-06-20 04:10:53,인천광역시 서구 봉오재3로 103/1층 (가정동)
일반음식점,일식,스시용(勇),"인천광역시 서구 발산로 27, 선우프라자 213호 (원당동) ",032-565-8531 ,2025-06-18,2025-06-20 04:10:53,인천광역시 서구 발산로 27 선우프라자 213호 (원당동)
일반음식점,횟집,예단포,"인천광역시 중구 예단포1로 2-10, 운북어촌계 어항편익시설 13,14호 (운북동) ", ,2025-06-18,2025-06-20 04:10:49,인천광역시 중구 예단포1로 2-10 운북어촌계 어항편익시설 13/14호 (운북동)
일반음식점,기타,연안부두 레트로뮤직펍,"인천광역시 중구 제물량로166번길 1-29, 2층 202호 (신생동) ", ,2025-06-18,2025-06-20 04:10:49,인천광역시 중구 제물량로166번길 1-29/2층 202호 (신생동)
일반음식점,"외국음식전문점(인도,태국등)",허리스(HOLIS),"인천광역시 미추홀구 경인남길30번길 100-13, 1층 102호 (용현동) ", ,2025-06-18,2025-06-20 04:10:43,인천광역시 미추홀구 경인남길30번길 100-13/1층 102호 (용현동)
일반음식점,한식,석호네 닭볶음탕,"인천광역시 미추홀구 독배로 399, 영광프라자 1층 111,112호 (용현동) ", ,2025-06-17,2025-06-19 04:11:23,인천광역시 미추홀구 독배로 399 영광프라자 1층 111/112호 (용현동)
일반음식점,기타,데이롱카페 송도랜드마크시티점,"인천광역시 연수구 아트센터대로168번길 101, 송도랜드마크푸르지오시티 154호 (송도동) ", ,2025-06-17,2025-06-19 04:11:23,인천광역시 연수구 아트센터대로168번길 101 송도랜드마크푸르지오시티 154호 (송도동)
일반음식점,기타,혜화담,"인천광역시 강화군 강화읍 강화대로 400, A동 2층 ", ,2025-06-17,2025-06-19 04:11:14,인천광역시 강화군 강화읍 강화대로 400 A동 2층
일반음식점,기타,소소한 과자점,"인천광역시 계양구 경명대로1079번길 10, 1층 일부호 (계산동) ", ,2025-06-17,2025-06-19 04:10:51,인천광역시 계양구 경명대로1079번길 10/1층 (계산동)
일반음식점,한식,케이(K)-한상,"인천광역시 남동구 논현로46번길 22, 코아루파크 A동 1층 108호,109호 (논현동) ", ,2025-06-17,2025-06-19 04:10:51,인천광역시 남동구 논현로46번길 22 코아루파크 A동 1층 108호/109호 (논현동)
일반음식점,중국식,가연 양꼬치 훠궈 무한리필,"인천광역시 남동구 논현로46번길 14, 리더스프라자 1층 115,116호 (논현동) ", ,2025-06-17,2025-06-19 04:10:51,인천광역시 남동구 논현로46번길 14 리더스프라자 1층 115/116호 (논현동)
일반음식점,한식,오늘,"인천광역시 서구 푸르내2길 35, 1층 (당하동) ", ,2025-06-17,2025-06-19 04:10:46,인천광역시 서구 푸르내2길 35/1층 (당하동)
일반음식점,기타,청년피자 운서점,"인천광역시 중구 신도시남로142번길 6, 메가스타 영종 1층 188호 (운서동) ", ,2025-06-16,2025-07-09 04:12:21,인천광역시 중구 신도시남로142번길 6 메가스타 영종 1층 188호 (운서동)
일반음식점,기타,움버거앤윙스 뽀로로테마파크월미도점,"인천광역시 중구 월미로 222, 1층 101~103호 (북성동1가) ",032-766-0620 ,2025-06-16,2025-06-18 04:11:28,인천광역시 중구 월미로 222/1층 101~103호 (북성동1가)
일반음식점,호프/통닭,호치킨 인천검암점,"인천광역시 서구 서곶로 489, 101동 B108호 (검암동, 메종드라르떼) ", ,2025-06-16,2025-06-18 04:11:08,인천광역시 서구 서곶로 489/101동 B108호 (검암동 메종드라르떼)
일반음식점,호프/통닭,큰집닭강정 동양점,"인천광역시 계양구 양지로 7, 상가동 1층 103호 (동양동, 주공아파트) ", ,2025-06-16,2025-06-18 04:11:05,인천광역시 계양구 양지로 7 상가동 1층 103호 (동양동 주공아파트)
일반음식점,한식,찌개공방 청라점,"인천광역시 서구 청라라임로122번길 12, 1층 일부호 (청라동) ", ,2025-06-16,2025-06-18 04:11:04,인천광역시 서구 청라라임로122번길 12/1층 (청라동)
일반음식점,기타,소풍하다,"인천광역시 서구 검단로 790, 퀸스타운동성아파트 상가 상가동 제1층 102호 (불로동) ", ,2025-06-16,2025-06-18 04:11:02,인천광역시 서구 검단로 790 퀸스타운동성아파트 상가 상가동 제1층 102호 (불로동)
일반음식점,한식,착한낙지 청라직영점,"인천광역시 서구 청라에메랄드로 79, 커낼에비뉴 A31,32,33호 (청라동) ", ,2025-06-16,2025-06-18 04:11:02,인천광역시 서구 청라에메랄드로 79 커낼에비뉴 A31/32/33호 (청라동)
일반음식점,기타,7세븐 커피숍,"인천광역시 서구 가정로 231, 지하1층 일부호 (석남동) ", ,2025-06-16,2025-06-18 04:11:02,인천광역시 서구 가정로 231 지하1층 (석남동)
일반음식점,식육(숯불구이),신돌풍 간석점,"인천광역시 남동구 백범로 477, 1층 (간석동) ", ,2025-06-16,2025-06-18 04:11:01,인천광역시 남동구 백범로 477/1층 (간석동)
일반음식점,경양식,카츠백 연수점,"인천광역시 연수구 먼우금로252번길 27-8, 지상1층 일부호 (연수동) ", ,2025-06-16,2025-06-18 04:10:43,인천광역시 연수구 먼우금로252번길 27-8 지상1층 (연수동)
일반음식점,한식,한우화,"인천광역시 연수구 앵고개로 93, 2층 (동춘동) ", ,2025-06-16,2025-06-18 04:10:43,인천광역시 연수구 앵고개로 93/2층 (동춘동)
일반음식점,횟집,골목횟집3,"인천광역시 연수구 인천타워대로132번길 9, 롯데몰 송도 캐슬파크 143호 (송도동) ", ,2025-06-16,2025-06-18 04:10:43,인천광역시 연수구 인천타워대로132번길 9 롯데몰 송도 캐슬파크 143호 (송도동)
일반음식점,식육(숯불구이),더(THE)소곱판 송도본점,"인천광역시 연수구 송도미래로11번길 27, 스마트스퀘어 A동 지상1층 A111,A112호 (송도동) ", ,2025-06-16,2025-06-18 04:10:43,인천광역시 연수구 송도미래로11번길 27 스마트스퀘어 A동 지상1층 A111 A112호 (송도동)
일반음식점,중국식,송도만두 산곡점,"인천광역시 부평구 부영로189번길 36, 1층 104호 (산곡동, 풍성프라자) ", ,2025-06-16,2025-06-18 04:10:42,인천광역시 부평구 부영로189번길 36/1층 104호 (산곡동 풍성프라자)
일반음식점,한식,분식시간,"인천광역시 부평구 굴포로 42, 1층 102호 (갈산동) ", ,2025-06-16,2025-06-18 04:10:42,인천광역시 부평구 굴포로 42/1층 102호 (갈산동)
일반음식점,한식,명가 찜찜찜,"인천광역시 미추홀구 경원대로752번길 12, 서아상가 1층 일부호 (주안동) ", ,2025-06-13,2025-06-27 04:12:17,인천광역시 미추홀구 경원대로752번길 12 서아상가 1층 (주안동)
일반음식점,기타,흰고래 돌섬 주안점,"인천광역시 미추홀구 미추홀대로598번길 29, 더벤상가 1층 101호 (주안동) ", ,2025-06-13,2025-06-15 04:11:27,인천광역시 미추홀구 미추홀대로598번길 29 더벤상가 1층 101호 (주안동)
일반음식점,"외국음식전문점(인도,태국등)",캡틴루이,"인천광역시 연수구 송도과학로16번길 33-3, 송도 트리플스트리트 C동 지상1층 122-2호 (송도동) ", ,2025-06-13,2025-06-15 04:11:10,인천광역시 연수구 송도과학로16번길 33-3 송도 트리플스트리트 C동 지상1층 122-2호 (송도동)
일반음식점,한식,수제면가 인천신현점,"인천광역시 서구 신현로 43, 1층 일부호 (신현동) ", ,2025-06-13,2025-06-18 04:12:08,인천광역시 서구 신현로 43/1층 (신현동)
일반음식점,한식,가족회관 인천공항점,"인천광역시 중구 제2터미널대로 446, 인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 (운서동) ", ,2025-06-13,2025-06-15 04:10:58,인천광역시 중구 제2터미널대로 446 인천국제공항 제2여객터미널 교통센터 B1층 한식소담길 (운서동)
일반음식점,한식,짬닭골(짬뽕닭전골),"인천광역시 서구 청라루비로 76, 청라 스퀘어7 230호 일부, 231호 일부 (청라동) ", ,2025-06-13,2025-06-15 04:10:53,인천광역시 서구 청라루비로 76 청라 스퀘어7 230호 /231호 (청라동)
일반음식점,기타,육회장 부평점,"인천광역시 부평구 장제로221번길 8, 1층 일부 (부평동) ", ,2025-06-13,2025-07-03 04:11:58,인천광역시 부평구 장제로221번길 8/1층 (부평동)
일반음식점,일식,베어스시,"인천광역시 중구 공항문화로 127, 인스파이어 1층 R-12D호 (운서동) ",0507-1432-9087 ,2025-06-13,2025-07-06 04:12:01,인천광역시 중구 공항문화로 127 인스파이어 1층 R-12D호 (운서동)
일반음식점,기타,주식회사 빅바이트컴퍼니 쉐이크쉑 T2랜드,"인천광역시 중구 제2터미널대로 446, 일반동 3층 (운서동) ",0507-1370-0028 ,2025-06-13,2025-06-29 04:12:08,인천광역시 중구 제2터미널대로 446 일반동 3층 (운서동)
일반음식점,한식,수제면가 인천청라점,"인천광역시 서구 중봉대로586번길 22, 판매시설 A동 147호 (청라동, 청라 엑슬루타워) ", ,2025-06-12,2025-06-15 04:12:39,인천광역시 서구 중봉대로586번길 22 판매시설 A동 147호 (청라동 청라 엑슬루타워)
일반음식점,기타,오늘또,"인천광역시 서구 청라커낼로260번길 7-9, 반안프라자 2차 B05호 (청라동) ", ,2025-06-12,2025-06-15 04:12:39,인천광역시 서구 청라커낼로260번길 7-9 반안프라자 2차 B05호 (청라동)
일반음식점,일식,센라멘(송도점),"인천광역시 연수구 센트럴로 313, 송도씨워크인테라스한라 지상2층 제B251호 (송도동) ", ,2025-06-12,2025-06-15 04:12:22,인천광역시 연수구 센트럴로 313 송도씨워크인테라스한라 지상2층 제B251호 (송도동)
일반음식점,한식,미소반,"인천광역시 연수구 봉재산로36번길 11, 지상1층 일부호 (동춘동) ", ,2025-06-12,2025-06-15 04:12:22,인천광역시 연수구 봉재산로36번길 11 지상1층 (동춘동)
일반음식점,일식,솔카츠 트리플스트리트점,"인천광역시 연수구 송도과학로16번길 13-18, 송도건원테크노큐브 121호 (송도동) ", ,2025-06-12,2025-06-15 04:12:22,인천광역시 연수구 송도과학로16번길 13-18 송도건원테크노큐브 121호 (송도동)
일반음식점,한식,옛날 국수집,"인천광역시 부평구 아트센터로44번길 5, 1층 일부 (십정동) ", ,2025-06-12,2025-06-15 04:12:05,인천광역시 부평구 아트센터로44번길 5/1층 (십정동)
일반음식점,한식,찐분식,"인천광역시 부평구 마장로242번길 19, 비이에스타 1층 112호 (산곡동) ", ,2025-06-12,2025-06-15 04:12:05,인천광역시 부평구 마장로242번길 19 비이에스타 1층 112호 (산곡동)
일반음식점,중국식,준 대왕꼬치,"인천광역시 미추홀구 인하로47번길 71, 백악관빌딩 1층 좌측 첫번째호 (용현동) ", ,2025-06-12,2025-07-09 04:12:21,인천광역시 미추홀구 인하로47번길 71 백악관빌딩 1층 첫번째호 (용현동)
일반음식점,"외국음식전문점(인도,태국등)",스탑앤고 타코,"인천광역시 남동구 남동서로236번길 30, 논현2차푸르지오시티 1층 104호 (논현동) ", ,2025-06-12,2025-06-15 04:11:52,인천광역시 남동구 남동서로236번길 30 논현2차푸르지오시티 1층 104호 (논현동)
일반음식점,한식,하늘가든,"인천광역시 옹진군 영흥면 영흥로251번길 24, 하늘가든 ",032-886-3916 ,2025-06-12,2025-06-15 04:11:44,인천광역시 옹진군 영흥면 영흥로251번길 24 하늘가든
일반음식점,한식,소리벗고 고기질러 인천서운점,"인천광역시 계양구 아나지로 332, 201동 122호 일부호 (작전동, 계양 우림카이저팰리스) ", ,2025-06-12,2025-06-15 04:11:44,인천광역시 계양구 아나지로 332/201동 122호 (작전동 계양 우림카이저팰리스)
일반음식점,기타,소문난곱창,"인천광역시 계양구 둥그재산길 2, 1층 일부호 (동양동) ", ,2025-06-12,2025-07-03 04:12:26,인천광역시 계양구 둥그재산길 2/1층 (동양동)
일반음식점,경양식,요하루,"인천광역시 연수구 해돋이로 168-2, 에스원타워1 110,111호 (송도동) ", ,2025-06-11,2025-06-13 04:11:30,인천광역시 연수구 해돋이로 168-2 에스원타워1 110/111호 (송도동)
일반음식점,식육(숯불구이),노포연탄집 서창점,"인천광역시 남동구 서창남로 35, 1층 101호,102호 (서창동) ", ,2025-06-11,2025-06-13 04:11:26,인천광역시 남동구 서창남로 35/1층 101호/102호 (서창동)
일반음식점,한식,미추홀통닭,"인천광역시 미추홀구 수봉로 18-1, 1층 102호 (숭의동) ", ,2025-06-11,2025-06-13 04:11:13,인천광역시 미추홀구 수봉로 18-1/1층 102호 (숭의동)
일반음식점,한식,온면당,"인천광역시 미추홀구 노적산로 56, 1층 102호 (학익동) ", ,2025-06-11,2025-06-13 04:11:13,인천광역시 미추홀구 노적산로 56/1층 102호 (학익동)
일반음식점,기타,CAFE 좋은날,"인천광역시 서구 가경주로40번길 10, 1층 일부호 (가정동) ", ,2025-06-11,2025-06-27 04:12:17,인천광역시 서구 가경주로40번길 10/1층 (가정동)
일반음식점,한식,청라본가,"인천광역시 서구 중봉대로586번길 9-11, 청라매그놀리아오피스텔 지1층 B05호 (청라동) ", ,2025-06-11,2025-06-13 04:11:09,인천광역시 서구 중봉대로586번길 9-11 청라매그놀리아오피스텔 지1층 B05호 (청라동)
일반음식점,감성주점,한중낮밥밤술,"인천광역시 서구 검단로 474, 뷰비스타운 114호 (왕길동) ", ,2025-06-11,2025-06-13 04:11:09,인천광역시 서구 검단로 474 뷰비스타운 114호 (왕길동)
일반음식점,기타,무병장술2,"인천광역시 계양구 안산로 11-1, 1층 일부호 (계산동) ",070-7543-7645 ,2025-06-11,2025-06-13 04:11:02,인천광역시 계양구 안산로 11-1/1층 (계산동)
일반음식점,한식,(주)아워홈 T1점[4F 자연],"인천광역시 중구 공항로 272, 인천국제공항제1터미널 일반동 4층 (운서동) ",032-743-6670 ,2025-06-11,2025-06-13 04:11:02,인천광역시 중구 공항로 272 인천국제공항제1터미널 일반동 4층 (운서동)
일반음식점,한식,봄설 송도국제도시점,"인천광역시 연수구 첨단대로 40, 에스파이브시티 주건축물제1동 A116호,A117호,A118호,A119호,A120호 (송도동) ",032-853-6531 ,2025-06-11,2025-06-13 04:11:02,인천광역시 연수구 첨단대로 40 에스파이브시티 주건축물제1동 A116호 A117호 A118호 A119호 A120호 (송도동)
일반음식점,중국식,미몽 인천갈산점,"인천광역시 부평구 주부토로 236, 인천테크노밸리 U1센터 D동 1층 111호, 124호 (갈산동) ", ,2025-06-11,2025-06-13 04:11:00,인천광역시 부평구 주부토로 236 인천테크노밸리 U1센터 D동 1층 111호/124호 (갈산동)
일반음식점,한식,양은이네동태탕 예술회관역주안점,"인천광역시 미추홀구 인주대로 502, 1층 좌측호 (주안동) ", ,2025-06-10,2025-07-12 04:12:42,인천광역시 미추홀구 인주대로 502/1층 (주안동)
일반음식점,한식,호야보쌈&낙지,"인천광역시 부평구 길주로 496, 1층 일부 (청천동) ", ,2025-06-10,2025-06-12 04:11:58,인천광역시 부평구 길주로 496/1층 (청천동)
일반음식점,기타,빙동댕 부평점,"인천광역시 부평구 신트리로22번길 15, 1층 일부 (부평동) ", ,2025-06-10,2025-07-05 04:12:31,인천광역시 부평구 신트리로22번길 15/1층 (부평동)
일반음식점,기타,파스쿠찌 인천공항 T1 A/S점,"인천광역시 중구 공항로 272, 인천공항제1여객터미널 면세동 3층 (운서동) ",032-743-7212 ,2025-06-10,2025-06-12 04:11:42,인천광역시 중구 공항로 272 인천공항제1여객터미널 면세동 3층 (운서동)
일반음식점,기타,반올림피자 인천영종운서점,"인천광역시 중구 화랑목로100번길 61, 103호 (운서동) ",032-752-6979 ,2025-06-10,2025-06-12 04:11:42,인천광역시 중구 화랑목로100번길 61/103호 (운서동)
일반음식점,한식,신비룡,"인천광역시 중구 화랑목로 30, 1층 (운서동) ",032-751-0666 ,2025-06-10,2025-06-12 04:11:42,인천광역시 중구 화랑목로 30/1층 (운서동)
일반음식점,기타,파스쿠찌 인천공항 L/S 2호점,"인천광역시 중구 공항로 272, 인천국제공항제1여객터미널 일반동 3층 (운서동) ",032-743-8576 ,2025-06-10,2025-06-12 04:11:42,인천광역시 중구 공항로 272 인천국제공항제1여객터미널 일반동 3층 (운서동)
일반음식점,한식,홍예키친,"인천광역시 중구 자유공원로 21, 1층 일부호 (내동) ", ,2025-06-10,2025-06-12 04:11:42,인천광역시 중구 자유공원로 21/1층 (내동)
일반음식점,일식,아디,"인천광역시 옹진군 백령면 백령로 842, 3동 ", ,2025-06-10,2025-06-12 04:11:32,인천광역시 옹진군 백령면 백령로 842/3동
일반음식점,한식,바다의 정석,"인천광역시 서구 청라에메랄드로 79, 커낼에비뉴 A동 46호,47호,48호 (청라동) ", ,2025-06-10,2025-06-12 04:11:25,인천광역시 서구 청라에메랄드로 79 커낼에비뉴 A동 46호/47호/48호 (청라동)
일반음식점,한식,불맛 신신곱창,"인천광역시 서구 거북로 122, 1층 일부호 (석남동) ", ,2025-06-10,2025-06-12 04:11:24,인천광역시 서구 거북로 122/1층 (석남동)
일반음식점,한식,대범하게 준비했소,"인천광역시 서구 거북로 122, 1층 일부호 (석남동) ", ,2025-06-10,2025-06-12 04:11:24,인천광역시 서구 거북로 122/1층 (석남동)
일반음식점,한식,황제 소곱창,"인천광역시 서구 거북로 122, 1층 일부호 (석남동) ", ,2025-06-10,2025-06-12 04:11:24,인천광역시 서구 거북로 122/1층 (석남동)
일반음식점,한식,막창가,"인천광역시 서구 거북로 122, 1층 일부호 (석남동) ", ,2025-06-10,2025-06-12 04:11:24,인천광역시 서구 거북로 122/1층 (석남동)
일반음식점,한식,세친구곱창,"인천광역시 서구 거북로 122, 1층 일부호 (석남동) ", ,2025-06-10,2025-06-12 04:11:24,인천광역시 서구 거북로 122/1층 (석남동)
일반음식점,호프/통닭,세라믹통닭구이&꽃길만두,"인천광역시 서구 경서로 30, 1층 일부호 (경서동) ", ,2025-06-10,2025-06-12 04:11:24,인천광역시 서구 경서로 30/1층 (경서동)
일반음식점,한식,양산박 대패삼겹살. 국수. 쫄면,"인천광역시 동구 석수로 13, 1층 (만석동) ", ,2025-06-10,2025-06-12 04:11:22,인천광역시 동구 석수로 13/1층 (만석동)
일반음식점,기타,써머그린(Summer Green),"인천광역시 연수구 테크노파크로111번길 5, 스타빌딩 주1동 1층 일부(101)호 (송도동) ", ,2025-06-10,2025-06-12 04:11:09,인천광역시 연수구 테크노파크로111번길 5 스타빌딩 주1동 1층 (101)호 (송도동)
일반음식점,기타,코리안하우스 송도본점,"인천광역시 연수구 하모니로138번길 11, 송도캐슬센트럴파크 101동 211호 (송도동) ", ,2025-06-09,2025-06-12 04:12:56,인천광역시 연수구 하모니로138번길 11 송도캐슬센트럴파크 101동 211호 (송도동)
일반음식점,분식,보니보니 즉석떡볶이(송도점),"인천광역시 연수구 하모니로 158, 송도타임스페이스 지상2층 B-217호 (송도동) ", ,2025-06-09,2025-06-12 04:12:56,인천광역시 연수구 하모니로 158 송도타임스페이스 지상2층 B-217호 (송도동)
일반음식점,식육(숯불구이),냉삼슈퍼,"인천광역시 서구 서로4로 89, 2738동 125호 (원당동, 검단신도시 예미지 트리플에듀) ", ,2025-06-09,2025-06-12 04:12:46,인천광역시 서구 서로4로 89/2738동 125호 (원당동 검단신도시 예미지 트리플에듀)
